visitorid,time_to_abandon_min,time_bucket,bucket_order
520636,"26076,949133333335",>24h,7
520660,"0,0",<30min,1
520681,"857,8067166666666",12-24h,6
520745,"19401,148683333337",>24h,7
520755,"7,828716666666667",<30min,1
520758,"3902,193416666667",>24h,7
520951,"33,83213333333334",30-60min,2
520985,"5601,13045",>24h,7
521059,"44,171866666666666",30-60min,2
521081,"290,59661666666665",3-6h,4
521179,"0,0",<30min,1
521310,"65,1395",1-3h,3
521314,"0,0",<30min,1
521341,"15,32645",<30min,1
521429,"4473,6947666666665",>24h,7
521432,"17,60216666666667",<30min,1
521433,"1,4981499999999999",<30min,1
521478,"0,0",<30min,1
521538,"0,0",<30min,1
521551,"152766,36468333332",>24h,7
521593,"0,0",<30min,1
521616,"0,0",<30min,1
521629,"0,0",<30min,1
521637,"0,0",<30min,1
521641,"30984,52395",>24h,7
521643,"0,0",<30min,1
521676,"51739,91383333333",>24h,7
521692,"5768,026933333333",>24h,7
521699,"0,0",<30min,1
521714,"0,0",<30min,1
521863,"0,17335",<30min,1
521869,"0,0",<30min,1
521905,"0,0",<30min,1
521916,"17299,5334",>24h,7
521943,"0,0",<30min,1
521972,"20,766933333333334",<30min,1
521973,"23186,867516666665",>24h,7
522011,"0,8514333333333333",<30min,1
522072,"7,0460666666666665",<30min,1
522081,"8281,493016666667",>24h,7
522092,"0,0",<30min,1
522122,"23,1132",<30min,1
522226,"1,2711333333333334",<30min,1
522244,"1,7590166666666667",<30min,1
522247,"0,0",<30min,1
522250,"0,0",<30min,1
522274,"0,0",<30min,1
522333,"6,54965",<30min,1
522374,"16,282983333333334",<30min,1
522401,"659,7418833333334",6-12h,5
522470,"21551,9699",>24h,7
522473,"372,1005666666667",6-12h,5
522491,"22,85335",<30min,1
522515,"1,3007333333333333",<30min,1
522523,"0,0",<30min,1
522548,"0,0",<30min,1
522598,"0,0023333333333333335",<30min,1
522709,"0,05345",<30min,1
522743,"0,8614666666666667",<30min,1
522929,"3820,6839666666665",>24h,7
522935,"2,9365",<30min,1
522957,"0,0",<30min,1
523076,"798,9885666666667",12-24h,6
523114,"0,0",<30min,1
523176,"0,0",<30min,1
523226,"21,937066666666666",<30min,1
523259,,,
523358,"0,0",<30min,1
523399,"0,1422",<30min,1
523421,"0,0",<30min,1
523483,"51,883583333333334",30-60min,2
523550,"6,3837",<30min,1
523563,"2,75095",<30min,1
523610,"0,0",<30min,1
523620,"5,595383333333333",<30min,1
523791,"0,0",<30min,1
523800,"10,632583333333335",<30min,1
523851,"0,0",<30min,1
523859,"0,0",<30min,1
523900,"0,0",<30min,1
523978,"0,0",<30min,1
523979,"0,0",<30min,1
524144,"1258,0005166666667",12-24h,6
524199,"0,56945",<30min,1
524200,"0,08116666666666666",<30min,1
524227,"1136,2130499999998",12-24h,6
524232,"0,0",<30min,1
524286,"0,0",<30min,1
524341,"0,0",<30min,1
524366,"0,0",<30min,1
524377,"0,0",<30min,1
524440,"4536,8607",>24h,7
524457,"1736,0907166666666",>24h,7
524676,"1026,9983666666667",12-24h,6
524759,"1036,8766166666667",12-24h,6
524768,"43,42048333333333",30-60min,2
524870,"0,7879666666666666",<30min,1
524931,"1,0097666666666667",<30min,1
524977,"0,0",<30min,1
525032,"8,203533333333333",<30min,1
525153,"2252,7674333333334",>24h,7
525195,"0,0",<30min,1
525225,"3,68235",<30min,1
525248,"0,0",<30min,1
525304,"1,8311",<30min,1
525369,"122343,16816666667",>24h,7
525441,"1484,6843833333332",>24h,7
525480,"51869,40708333333",>24h,7
525528,"0,0",<30min,1
525628,"0,0",<30min,1
525652,"57537,08765",>24h,7
525696,"0,0",<30min,1
525786,"0,0",<30min,1
525862,"0,0",<30min,1
525951,"0,0",<30min,1
526078,"371,52115",6-12h,5
526080,"0,0",<30min,1
526107,"0,0",<30min,1
526163,"0,0",<30min,1
526287,"0,0",<30min,1
526355,"0,0",<30min,1
526549,"2,3522666666666665",<30min,1
526653,"4,858066666666667",<30min,1
526696,"4,758366666666666",<30min,1
526735,"925,9624333333334",12-24h,6
526746,"0,0",<30min,1
526756,"6,29265",<30min,1
526784,"5,181616666666667",<30min,1
526818,"0,0",<30min,1
526841,"18,661616666666664",<30min,1
526956,"35,536183333333334",30-60min,2
527001,"0,0",<30min,1
527003,"28,398366666666668",<30min,1
527031,"0,0",<30min,1
527138,"0,0",<30min,1
527199,"10095,574166666665",>24h,7
527219,"19,448066666666666",<30min,1
527288,"35,49316666666667",30-60min,2
527293,"0,0",<30min,1
527307,"63016,821299999996",>24h,7
527347,"14126,1662",>24h,7
527349,"6094,62825",>24h,7
527447,"0,0",<30min,1
527497,"0,3322333333333333",<30min,1
527537,"0,0",<30min,1
527589,"34099,888333333336",>24h,7
527637,"0,0",<30min,1
527729,"0,0",<30min,1
527762,"24461,693333333336",>24h,7
527850,"30872,124616666664",>24h,7
527907,"1,3758000000000001",<30min,1
527929,"19,9323",<30min,1
527974,"0,0",<30min,1
527997,"0,0",<30min,1
528001,"0,0",<30min,1
528187,"11741,310616666666",>24h,7
528253,"4992,882183333333",>24h,7
528330,"1447,9490666666668",>24h,7
528346,"1,6651666666666667",<30min,1
528399,"0,0",<30min,1
528439,"0,0",<30min,1
528546,"0,0",<30min,1
528562,"6,36255",<30min,1
528629,"16,521916666666666",<30min,1
528655,"0,0",<30min,1
528691,"47797,114316666666",>24h,7
528973,"0,0",<30min,1
529051,"0,40513333333333335",<30min,1
529177,"0,0",<30min,1
529208,"51123,72603333333",>24h,7
529219,"6,993033333333333",<30min,1
529273,"32,112033333333336",30-60min,2
529280,"4,3235",<30min,1
529307,"0,1328",<30min,1
529332,"1,7159",<30min,1
529397,"0,0",<30min,1
529438,"0,1662",<30min,1
529460,"1,2742",<30min,1
529494,"5,949766666666666",<30min,1
529573,"1,9976333333333334",<30min,1
529597,"1553,2428499999999",>24h,7
529608,"0,0",<30min,1
529668,"9299,64325",>24h,7
529697,,,
529783,"25,44185",<30min,1
529855,"2,48935",<30min,1
529877,"0,0",<30min,1
530008,"22,028166666666667",<30min,1
530057,"54717,60796666667",>24h,7
530111,"1459,3603666666668",>24h,7
530113,"0,0",<30min,1
530280,"0,0",<30min,1
530331,"0,0",<30min,1
530432,"0,2450166666666667",<30min,1
530526,"119024,93035000001",>24h,7
530544,"0,0",<30min,1
530554,"0,0",<30min,1
530575,"27,529999999999998",<30min,1
530592,"0,24451666666666666",<30min,1
530597,"0,0",<30min,1
530686,"0,0",<30min,1
530830,"0,0",<30min,1
530938,"0,0",<30min,1
531013,"1,1738",<30min,1
531027,"5,58935",<30min,1
531086,"56,37886666666667",30-60min,2
531122,"0,3688166666666667",<30min,1
531126,,,
531213,"2,750716666666667",<30min,1
531215,"0,0",<30min,1
531221,"1,9478666666666666",<30min,1
531259,"0,0",<30min,1
531288,"11,7948",<30min,1
531357,"0,0",<30min,1
531379,"0,0",<30min,1
531452,"0,0",<30min,1
531479,"1099,5836166666668",12-24h,6
531524,"0,11098333333333334",<30min,1
531531,"0,0",<30min,1
531614,"2726,613",>24h,7
531714,"0,0",<30min,1
531752,"0,0",<30min,1
531784,"0,0",<30min,1
531817,"3563,1362",>24h,7
531851,"0,0",<30min,1
531951,"54670,138666666666",>24h,7
531987,"0,0",<30min,1
532168,"3,958666666666667",<30min,1
532254,"7,306466666666666",<30min,1
532309,"35934,23088333334",>24h,7
532340,"33642,75375",>24h,7
532407,"107,78685",1-3h,3
532472,"0,0",<30min,1
532505,"0,0",<30min,1
532544,"0,0",<30min,1
532549,"12,111283333333335",<30min,1
532673,"0,0",<30min,1
532742,"368,48945",6-12h,5
532743,"475,15645",6-12h,5
533057,"1,19875",<30min,1
533145,"44,2153",30-60min,2
533158,"32433,712983333335",>24h,7
533245,"2640,858866666667",>24h,7
533246,"0,0",<30min,1
533389,"0,0",<30min,1
533607,"0,0",<30min,1
533727,"2,2547833333333336",<30min,1
533818,"0,0",<30min,1
533855,"82911,08528333333",>24h,7
533897,"0,0",<30min,1
533936,"0,0",<30min,1
533944,"0,8669666666666667",<30min,1
533955,"0,0",<30min,1
534097,"0,0",<30min,1
534111,"0,0",<30min,1
534117,"6,9249833333333335",<30min,1
534166,"2,2942833333333335",<30min,1
534167,"4,2383",<30min,1
534197,"80274,95805",>24h,7
534530,"0,0",<30min,1
534570,"6136,812583333333",>24h,7
534654,"0,0",<30min,1
534749,"0,0",<30min,1
534758,"0,0",<30min,1
534764,"0,0",<30min,1
534792,"6197,125216666666",>24h,7
534831,"11409,431983333334",>24h,7
534875,"1,1502166666666667",<30min,1
534912,"4,10605",<30min,1
534925,"14,217450000000001",<30min,1
535010,"12060,404466666667",>24h,7
535097,"461,136",6-12h,5
535100,"0,0",<30min,1
535278,"0,0",<30min,1
535303,"2,7370500000000004",<30min,1
535327,"0,0",<30min,1
535339,"26,409499999999998",<30min,1
535355,"0,0",<30min,1
535379,"21,29815",<30min,1
535422,"0,0",<30min,1
535467,"44,87361666666666",30-60min,2
535493,"0,22990000000000002",<30min,1
535575,"0,0",<30min,1
535693,"0,0",<30min,1
535715,"0,00025",<30min,1
535729,"31,96128333333333",30-60min,2
535757,"34465,0242",>24h,7
535788,"18626,625966666666",>24h,7
535817,"24473,180516666667",>24h,7
535834,"5,581",<30min,1
535937,"107406,54088333333",>24h,7
536005,"1,0619833333333333",<30min,1
536047,"0,0",<30min,1
536055,"2,0511",<30min,1
536057,"0,0",<30min,1
536205,"1001,2569333333333",12-24h,6
536313,"16,286966666666665",<30min,1
536445,"262,0888",3-6h,4
536483,"5,671166666666666",<30min,1
536486,"0,2726166666666667",<30min,1
536510,"0,0",<30min,1
536546,"0,0",<30min,1
536584,"0,00155",<30min,1
536622,"0,0",<30min,1
536631,"0,0",<30min,1
536649,"0,0",<30min,1
536664,"0,0",<30min,1
536854,"0,0",<30min,1
536909,"2,6449166666666666",<30min,1
536950,"1201,8058833333334",12-24h,6
536951,"0,0",<30min,1
537014,"0,0341",<30min,1
537015,"56612,373933333336",>24h,7
537068,"0,0",<30min,1
537124,"0,0",<30min,1
537169,"15,277433333333333",<30min,1
537233,"0,14226666666666665",<30min,1
537259,"0,0",<30min,1
537329,"3,8510666666666666",<30min,1
537352,"0,6715666666666666",<30min,1
537363,"0,0",<30min,1
537390,"0,0",<30min,1
537394,,,
537424,"0,0",<30min,1
537426,"0,0",<30min,1
537498,"0,0",<30min,1
537559,"0,0",<30min,1
537562,"32,53515",30-60min,2
537736,"0,0",<30min,1
537859,"5,03135",<30min,1
537860,"0,0",<30min,1
537864,"19,048283333333334",<30min,1
537913,"11286,150083333334",>24h,7
537950,"0,0",<30min,1
538006,"15458,902666666667",>24h,7
538050,"22452,63035",>24h,7
538051,"0,0",<30min,1
538064,"26057,665416666667",>24h,7
538137,"149,707",1-3h,3
538171,"3,193833333333333",<30min,1
538194,"1426,6360333333332",12-24h,6
538234,"3,4403333333333332",<30min,1
538265,"3,7870333333333335",<30min,1
538300,"3,0364",<30min,1
538336,"0,0",<30min,1
538339,"24940,747033333333",>24h,7
538354,"0,8036166666666666",<30min,1
538407,"3859,7748166666665",>24h,7
538470,"0,0",<30min,1
538484,"0,0",<30min,1
538535,"0,0",<30min,1
538601,"2138,531483333333",>24h,7
538712,"9680,870833333332",>24h,7
538766,"4,1200833333333335",<30min,1
538840,"28,235799999999998",<30min,1
538950,"0,8018333333333333",<30min,1
539044,"0,0",<30min,1
539089,"33,81665",30-60min,2
539095,"16,780966666666664",<30min,1
539097,"1,4754166666666668",<30min,1
539162,"3,9388833333333335",<30min,1
539219,"6,1651",<30min,1
539230,"0,0",<30min,1
539274,"16,451383333333332",<30min,1
539299,"0,0",<30min,1
539387,"0,0",<30min,1
539506,"0,0",<30min,1
539548,"11,471033333333333",<30min,1
539657,"2,4110333333333336",<30min,1
539658,"1,8950500000000001",<30min,1
539726,"0,0",<30min,1
539743,"0,0",<30min,1
539798,"3,2925833333333334",<30min,1
539799,"17,782733333333333",<30min,1
539803,"1,9831166666666666",<30min,1
539898,"12,814333333333334",<30min,1
539924,"0,0",<30min,1
540028,"0,47735",<30min,1
540099,"0,0",<30min,1
540157,"0,0",<30min,1
540248,"88001,3698",>24h,7
540329,"3,5774",<30min,1
540342,"48522,89863333334",>24h,7
540362,"0,0",<30min,1
540484,"0,0",<30min,1
540502,"12607,659433333332",>24h,7
540600,"6290,419133333333",>24h,7
540678,"12,585783333333334",<30min,1
540749,"0,0",<30min,1
540768,"49,927299999999995",30-60min,2
540831,"1259,95935",12-24h,6
540845,"6806,599633333333",>24h,7
540866,"0,0",<30min,1
540893,"808,1114166666666",12-24h,6
540895,"0,0",<30min,1
540929,"4,4935833333333335",<30min,1
540959,"1454,8848833333332",>24h,7
540963,"0,4405",<30min,1
540966,"0,0",<30min,1
540999,"27178,7461",>24h,7
541002,"0,3299333333333333",<30min,1
541021,"5,36505",<30min,1
541075,"0,0",<30min,1
541083,"1,6081",<30min,1
541253,"28959,41621666667",>24h,7
541301,"6,6297500000000005",<30min,1
541312,"0,0",<30min,1
541347,"4379,60315",>24h,7
541363,"0,0",<30min,1
541431,"0,0",<30min,1
541446,"0,39598333333333335",<30min,1
541463,"145,31446666666668",1-3h,3
541467,"0,7210166666666668",<30min,1
541475,"0,04036666666666667",<30min,1
541546,"0,0",<30min,1
541649,"0,0",<30min,1
541699,"40,170049999999996",30-60min,2
541717,"90554,28941666667",>24h,7
541730,"0,0",<30min,1
541894,"0,0",<30min,1
541946,"0,0",<30min,1
542037,"0,0010333333333333334",<30min,1
542081,"0,0",<30min,1
542163,"0,9",<30min,1
542225,"0,0",<30min,1
542270,"0,0020833333333333333",<30min,1
542287,"28,198800000000002",<30min,1
542302,"0,0",<30min,1
542319,"0,0",<30min,1
542541,"0,0",<30min,1
542602,"431,06105",6-12h,5
542664,"0,0",<30min,1
542697,"26148,3088",>24h,7
542718,"1,0835666666666666",<30min,1
542740,"0,0",<30min,1
542852,"10970,395683333334",>24h,7
542861,"49176,59025",>24h,7
542880,"0,0",<30min,1
542892,"1,5258",<30min,1
542950,"0,0",<30min,1
543114,"0,09468333333333333",<30min,1
543229,"0,0",<30min,1
543330,"5,2613",<30min,1
543407,"0,0",<30min,1
543507,"0,6567333333333334",<30min,1
543540,"0,0",<30min,1
543556,"21765,091633333333",>24h,7
543671,"4349,140416666666",>24h,7
543702,"181,43868333333333",3-6h,4
543765,"3310,1920333333333",>24h,7
543770,"0,0",<30min,1
543792,"0,0",<30min,1
543824,"6,243616666666667",<30min,1
543993,"0,0",<30min,1
544093,"0,0",<30min,1
544122,"0,0",<30min,1
544124,"9,160216666666667",<30min,1
544125,"0,0",<30min,1
544204,"1,2616",<30min,1
544224,"1276,3351333333333",12-24h,6
544353,"0,0",<30min,1
544374,"2,3135",<30min,1
544394,"1007,7666833333333",12-24h,6
544399,"71940,21018333333",>24h,7
544462,"0,0",<30min,1
544546,"0,0",<30min,1
544559,"0,0",<30min,1
544591,"2143,1774",>24h,7
544722,"75188,3346",>24h,7
544729,"0,0",<30min,1
544751,"0,0",<30min,1
544777,"0,8337166666666668",<30min,1
544792,"3,3564999999999996",<30min,1
544829,"1,7485666666666666",<30min,1
544838,"20692,550883333333",>24h,7
544847,"0,009649999999999999",<30min,1
544874,"0,0",<30min,1
544894,"3,9316",<30min,1
544992,"0,0",<30min,1
545022,"0,0",<30min,1
545042,"12414,411766666666",>24h,7
545211,"146,04063333333335",1-3h,3
545309,"0,0",<30min,1
545381,"0,0",<30min,1
545485,"100506,1118",>24h,7
545499,"0,0",<30min,1
545696,"0,0",<30min,1
545790,"0,0",<30min,1
545870,"0,0",<30min,1
545928,"0,0",<30min,1
545934,"0,0",<30min,1
545948,"0,0",<30min,1
546068,"56257,70745",>24h,7
546133,"1701,8282666666667",>24h,7
546139,"0,0",<30min,1
546221,"6,483149999999999",<30min,1
546227,"13,016449999999999",<30min,1
546234,"0,0",<30min,1
546243,"4020,2977333333333",>24h,7
546316,"0,5350166666666667",<30min,1
546485,"0,0",<30min,1
546526,"0,0",<30min,1
546583,"0,0",<30min,1
546716,"0,0",<30min,1
546746,"0,0",<30min,1
546753,"0,0",<30min,1
546757,"0,0",<30min,1
546764,"0,0",<30min,1
546799,"0,42545",<30min,1
547000,"0,0",<30min,1
547019,"0,0",<30min,1
547064,"0,0",<30min,1
547077,"25773,39405",>24h,7
547151,"1,9652666666666667",<30min,1
547188,"0,0",<30min,1
547245,"0,0",<30min,1
547313,"0,0",<30min,1
547360,"1,2522",<30min,1
547385,"1,2302666666666666",<30min,1
547426,"3,4720500000000003",<30min,1
547441,"0,0",<30min,1
547458,"14409,26455",>24h,7
547498,"0,0",<30min,1
547501,"0,7112166666666667",<30min,1
547518,"0,0",<30min,1
547519,"52,62070000000001",30-60min,2
547548,"0,0",<30min,1
547648,"1,44585",<30min,1
547676,"1924,0455",>24h,7
547699,"1279,7906666666668",12-24h,6
547740,"4,973766666666666",<30min,1
547763,"0,0",<30min,1
547892,"363,7522",6-12h,5
547919,"91,61903333333333",1-3h,3
547935,"0,0",<30min,1
547959,"9,958116666666665",<30min,1
547969,"0,0",<30min,1
548040,"0,0",<30min,1
548125,"34,91603333333333",30-60min,2
548210,"0,8352833333333333",<30min,1
548250,"48,86015",30-60min,2
548253,"3,6062999999999996",<30min,1
548291,"18814,458333333332",>24h,7
548305,"0,0",<30min,1
548336,"0,0",<30min,1
548399,"6,011733333333334",<30min,1
548437,"0,0",<30min,1
548484,"0,0",<30min,1
548520,"0,0",<30min,1
548545,"1,0517166666666666",<30min,1
548563,"2520,5978333333333",>24h,7
548628,"0,0",<30min,1
548631,"0,0",<30min,1
548747,"0,37161666666666665",<30min,1
548805,"32,588483333333336",30-60min,2
548871,"0,0005166666666666667",<30min,1
548955,"0,053649999999999996",<30min,1
548985,"46340,21303333333",>24h,7
549008,"0,0",<30min,1
549128,"0,0",<30min,1
549166,"5793,746766666666",>24h,7
549200,"0,03345",<30min,1
549273,"6,729983333333333",<30min,1
549317,"58327,59065",>24h,7
549498,"14,548",<30min,1
549543,"0,0",<30min,1
549552,"0,5042166666666666",<30min,1
549779,"0,5023000000000001",<30min,1
549826,"0,0",<30min,1
549909,"30027,865999999998",>24h,7
549960,"0,0",<30min,1
550082,"2,7388166666666667",<30min,1
550096,"0,0",<30min,1
550111,"0,0",<30min,1
550148,"0,0",<30min,1
550161,"104,55796666666667",1-3h,3
550188,"0,0",<30min,1
550197,"0,0",<30min,1
550247,"1,3004833333333332",<30min,1
550350,"528,4071",6-12h,5
550507,"308,2355666666666",3-6h,4
550635,"0,0",<30min,1
550668,"0,048216666666666665",<30min,1
550676,"2,3655166666666667",<30min,1
550694,"0,0",<30min,1
550703,"0,0",<30min,1
550723,"0,0",<30min,1
550751,"0,47336666666666666",<30min,1
550805,"0,7517166666666667",<30min,1
550842,"0,0",<30min,1
550868,"0,0",<30min,1
550923,"0,6023166666666667",<30min,1
550928,"80765,45881666667",>24h,7
550952,"0,0",<30min,1
550960,"26,207016666666668",<30min,1
551003,"23,75295",<30min,1
551041,"11669,329233333332",>24h,7
551082,"0,0",<30min,1
551168,"0,0",<30min,1
551173,"2868,0677166666665",>24h,7
551198,"1330,4602666666665",12-24h,6
551224,"633,9595",6-12h,5
551365,"0,0",<30min,1
551482,"6,250566666666667",<30min,1
551568,"0,0",<30min,1
551622,"4,101066666666666",<30min,1
551673,"0,0",<30min,1
551750,"0,0",<30min,1
551756,"31588,986800000002",>24h,7
551838,"0,0",<30min,1
551840,"0,44644999999999996",<30min,1
551960,"0,0",<30min,1
551970,"0,0",<30min,1
552056,"0,8726666666666667",<30min,1
552082,"95,17519999999999",1-3h,3
552164,"7,6114500000000005",<30min,1
552166,"2203,2944333333335",>24h,7
552175,"11479,700799999999",>24h,7
552315,"0,0",<30min,1
552409,"0,0",<30min,1
552453,"8171,878116666666",>24h,7
552706,"8478,454083333334",>24h,7
552777,"0,05391666666666666",<30min,1
552827,"0,0",<30min,1
552913,"0,0",<30min,1
552921,"8897,019216666667",>24h,7
552926,"0,0013",<30min,1
552927,"10,084633333333333",<30min,1
552954,"15843,8349",>24h,7
553017,"1178,77235",12-24h,6
553032,"59121,06596666667",>24h,7
553085,"0,0",<30min,1
553114,"0,0",<30min,1
553164,"0,0",<30min,1
553219,"2,4730333333333334",<30min,1
553279,"2,83085",<30min,1
553296,"5,735216666666667",<30min,1
553332,"0,0",<30min,1
553376,"0,0",<30min,1
553429,"10015,573916666668",>24h,7
553441,"1,0092166666666667",<30min,1
553447,"0,0",<30min,1
553510,"1,1494833333333332",<30min,1
553519,"11463,568516666668",>24h,7
553561,"1570,09005",>24h,7
553730,"0,0",<30min,1
553810,"0,0",<30min,1
553814,"0,0",<30min,1
553845,"7029,159616666667",>24h,7
553913,"2,4012666666666664",<30min,1
553984,"83,19876666666667",1-3h,3
554143,"8481,00775",>24h,7
554219,"3,8783666666666665",<30min,1
554373,"3,2810333333333332",<30min,1
554496,"7,678716666666667",<30min,1
554545,"5,0163166666666665",<30min,1
554679,"0,0",<30min,1
554815,"0,0",<30min,1
554818,"11,468266666666667",<30min,1
554973,"29,975683333333333",<30min,1
555036,"3,4613666666666663",<30min,1
555063,"2903,8148666666666",>24h,7
555105,"0,0",<30min,1
555323,"0,0",<30min,1
555357,"3360,6009666666664",>24h,7
555392,"0,0",<30min,1
555403,"8,38175",<30min,1
555487,"0,0",<30min,1
555518,"7,398116666666667",<30min,1
555598,"1055,4293499999999",12-24h,6
555605,"0,0",<30min,1
555633,"0,0",<30min,1
555636,"0,0",<30min,1
555714,"61068,8994",>24h,7
555767,"0,0",<30min,1
555787,"0,0",<30min,1
555890,"0,0",<30min,1
555912,"0,0",<30min,1
556009,"0,0",<30min,1
556020,"0,0",<30min,1
556097,"14,624283333333333",<30min,1
556111,"43,65926666666667",30-60min,2
556134,"0,0",<30min,1
556219,"13672,8249",>24h,7
556225,"0,0",<30min,1
556238,"0,3063333333333333",<30min,1
556258,"0,0",<30min,1
556266,"0,0",<30min,1
556317,"3,90455",<30min,1
556379,"22686,70525",>24h,7
556405,"457,9028833333333",6-12h,5
556408,"1,8212333333333333",<30min,1
556444,"1,0150833333333333",<30min,1
556524,"6,3786000000000005",<30min,1
556525,"0,0",<30min,1
556618,"5,450366666666667",<30min,1
556704,"60998,90213333334",>24h,7
556744,"0,0",<30min,1
556758,"11220,237466666667",>24h,7
556790,"11,179499999999999",<30min,1
556879,"32975,578433333336",>24h,7
556919,"0,0",<30min,1
557107,"9,0571",<30min,1
557221,"19,804199999999998",<30min,1
557285,"0,0",<30min,1
557326,"0,0",<30min,1
557378,"152775,3267",>24h,7
557461,"0,0",<30min,1
557567,"13,767916666666668",<30min,1
557574,"0,0",<30min,1
557624,"57740,11008333333",>24h,7
557692,"30503,501500000002",>24h,7
557761,"1,7565333333333333",<30min,1
557861,"0,0",<30min,1
557896,"0,0",<30min,1
557957,"0,0",<30min,1
558070,"0,5653833333333333",<30min,1
558088,"0,0",<30min,1
558231,"0,0",<30min,1
558345,"0,0",<30min,1
558361,"0,0",<30min,1
558371,"0,0",<30min,1
558458,"22,079166666666666",<30min,1
558465,"7340,070516666668",>24h,7
558490,"10454,7835",>24h,7
558516,"0,0",<30min,1
558524,"0,2716",<30min,1
558534,"0,46199999999999997",<30min,1
558552,"0,0",<30min,1
558633,"92,42596666666667",1-3h,3
558662,"702,6359833333333",6-12h,5
558717,"217,98608333333334",3-6h,4
558725,"7,071533333333333",<30min,1
558780,"0,0",<30min,1
558812,"0,0",<30min,1
558817,"10,782399999999999",<30min,1
558835,"7071,343566666666",>24h,7
558914,"0,0",<30min,1
558995,"0,0",<30min,1
559249,"0,0",<30min,1
559271,"0,0",<30min,1
559280,"0,0",<30min,1
559355,"0,0",<30min,1
559389,"2,5570166666666667",<30min,1
559396,"11193,075149999999",>24h,7
559483,"0,8322833333333333",<30min,1
559560,"0,0",<30min,1
559596,"5,5626500000000005",<30min,1
559604,"0,0",<30min,1
559605,"0,0",<30min,1
559689,"2594,1672166666667",>24h,7
559693,"197,80521666666667",3-6h,4
559716,"5,092383333333333",<30min,1
559769,"45,20596666666667",30-60min,2
559781,"0,0",<30min,1
559788,"19950,036883333334",>24h,7
559790,"0,0",<30min,1
559816,"6,189016666666666",<30min,1
559835,"1431,1701500000001",12-24h,6
559837,"0,0",<30min,1
559848,"0,0",<30min,1
559958,"12,796366666666668",<30min,1
560007,"41665,1253",>24h,7
560009,"0,0",<30min,1
560016,"13309,272716666666",>24h,7
560064,"0,0",<30min,1
560068,"2,1195333333333335",<30min,1
560302,"2890,9632166666665",>24h,7
560412,"0,0",<30min,1
560509,"2,24605",<30min,1
560624,"22984,625216666667",>24h,7
560629,"0,0",<30min,1
560786,"1258,3623666666667",12-24h,6
560799,"8,033133333333334",<30min,1
560807,"15,07645",<30min,1
560881,"13,5734",<30min,1
560888,"0,0",<30min,1
560914,"0,0",<30min,1
560990,"3273,2524333333336",>24h,7
561056,"2,7769166666666667",<30min,1
561060,"6,514633333333333",<30min,1
561066,"1,0813",<30min,1
561079,"7,165850000000001",<30min,1
561144,"2,4699999999999998",<30min,1
561167,"4,151516666666667",<30min,1
561177,"0,0",<30min,1
561239,"0,0843",<30min,1
561361,"5,7872",<30min,1
561363,"0,0",<30min,1
561368,"240,63635000000002",3-6h,4
561376,"0,0",<30min,1
561489,"0,8423166666666667",<30min,1
561505,"19,853316666666668",<30min,1
561545,"9030,3365",>24h,7
561585,"0,2025833333333333",<30min,1
561594,"1,8070833333333334",<30min,1
561701,"0,0",<30min,1
561711,"22,13696666666667",<30min,1
561803,"10056,66895",>24h,7
561893,"182,49781666666667",3-6h,4
561914,"20,523466666666664",<30min,1
561994,"29,424066666666665",<30min,1
562003,"0,0",<30min,1
562402,"0,0",<30min,1
562480,"18122,943366666666",>24h,7
562486,"0,0",<30min,1
562566,"1033,7572166666666",12-24h,6
562614,"0,0",<30min,1
562639,"15,050066666666668",<30min,1
562654,"0,0",<30min,1
562659,"0,0",<30min,1
562685,"22,836000000000002",<30min,1
562963,"0,0",<30min,1
563015,"0,7675833333333333",<30min,1
563037,"12910,707266666666",>24h,7
563093,"0,0",<30min,1
563142,"0,0",<30min,1
563205,"0,6042166666666666",<30min,1
563219,"19957,260216666666",>24h,7
563347,"0,0",<30min,1
563390,"0,0",<30min,1
563415,"0,0",<30min,1
563584,"3176,6642666666667",>24h,7
563616,"0,0",<30min,1
563683,"0,0",<30min,1
563755,"23,67123333333333",<30min,1
563856,"23,659316666666665",<30min,1
563870,"11,637400000000001",<30min,1
563911,"1,2940333333333334",<30min,1
563923,"0,0",<30min,1
564109,"0,2954166666666667",<30min,1
564192,"13820,269116666666",>24h,7
564207,"1106,0188",12-24h,6
564234,"0,0",<30min,1
564248,"0,0018333333333333333",<30min,1
564269,"72184,62833333334",>24h,7
564320,"8146,922783333333",>24h,7
564337,"0,0",<30min,1
564375,"0,34301666666666664",<30min,1
564389,"0,0",<30min,1
564458,"2,06415",<30min,1
564487,"52352,40101666667",>24h,7
564667,"0,0",<30min,1
564674,"90836,43673333334",>24h,7
564699,"0,9815833333333334",<30min,1
564793,"0,0",<30min,1
564898,"1,8281166666666666",<30min,1
564914,"0,0",<30min,1
564974,"20795,75688333333",>24h,7
565229,"0,0",<30min,1
565252,"0,0",<30min,1
565283,"0,0",<30min,1
565350,"0,0",<30min,1
565407,"12436,355116666668",>24h,7
565419,"0,0",<30min,1
565491,"6,338383333333334",<30min,1
565529,"0,0",<30min,1
565567,"0,91135",<30min,1
565587,"14,929016666666666",<30min,1
565589,"0,0",<30min,1
565599,"5,98215",<30min,1
565701,"0,0",<30min,1
565738,"1,6542666666666668",<30min,1
565917,"0,35690000000000005",<30min,1
565929,"0,0",<30min,1
565961,"2,2799833333333335",<30min,1
